    dBdt_X    dBdt_Z
 8.01517e-13  8.37328e-12 
 6.15041e-13  6.40614e-12 
 4.53626e-13  4.90027e-12 
 3.21426e-13  3.75938e-12 
 2.22770e-13  2.93516e-12 
 1.46109e-13  2.29022e-12 
 8.71776e-14  1.77812e-12 
 4.43540e-14  1.37972e-12 
 1.43266e-14  1.06759e-12 
-5.70047e-15  8.22526e-13 
-1.77402e-14  6.30520e-13 
-2.34208e-14  4.85232e-13 
-2.49017e-14  3.73806e-13 
-2.38894e-14  2.84155e-13 
-2.13571e-14  2.12025e-13 
-1.79028e-14  1.54658e-13 
-1.40964e-14  1.09470e-13 
-9.99900e+03  1.13104e-09 
-9.99900e+03  7.68565e-10 
-9.99900e+03  5.68809e-10 
-9.99900e+03  4.27904e-10 
-9.99900e+03  3.34577e-10 
-9.99900e+03  2.59558e-10 
-9.99900e+03  2.10728e-10 
-9.99900e+03  1.67909e-10 
-9.99900e+03  1.39128e-10 
-9.99900e+03  1.14597e-10 
-9.99900e+03  9.29156e-11 
-9.99900e+03  7.52866e-11 
-9.99900e+03  6.03038e-11 
 9.14686e-13  4.81854e-11 
 1.36708e-12  3.80124e-11 
 1.56787e-12  2.98629e-11 
 1.58050e-12  2.31904e-11 
 1.45285e-12  1.81126e-11 
 1.26398e-12  1.40570e-11 
 1.05152e-12  1.09018e-11 
 8.37376e-13  8.37629e-12 
 6.39184e-13  6.40505e-12 
 4.69636e-13  4.89755e-12 
 3.32060e-13  3.75642e-12 
 2.30151e-13  2.93256e-12 
 1.51343e-13  2.28817e-12 
 9.09710e-14  1.77663e-12 
 4.72126e-14  1.37875e-12 
 1.65568e-14  1.06704e-12 
-3.91717e-15  8.22306e-13 
-1.62945e-14  6.30532e-13 
-2.22392e-14  4.85386e-13 
-2.39390e-14  3.74032e-13 
-2.31182e-14  2.84408e-13 
-2.07529e-14  2.12274e-13 
-1.74429e-14  1.54880e-13 
-1.37589e-14  1.09653e-13 
-9.99900e+03  1.11598e-09 
-9.99900e+03  7.60768e-10 
-9.99900e+03  5.65020e-10 
-9.99900e+03  4.26707e-10 
-9.99900e+03  3.34786e-10 
-9.99900e+03  2.60616e-10 
-9.99900e+03  2.12116e-10 
-9.99900e+03  1.69386e-10 
-9.99900e+03  1.40505e-10 
-9.99900e+03  1.15815e-10 
-9.99900e+03  9.39350e-11 
-9.99900e+03  7.61028e-11 
-9.99900e+03  6.09289e-11 
 1.11174e-12  4.86476e-11 
 1.54482e-12  3.83381e-11 
 1.71987e-12  3.00837e-11 
 1.70403e-12  2.33322e-11 
 1.54982e-12  1.82019e-11 
 1.33753e-12  1.41101e-11 
 1.10582e-12  1.09316e-11 
 8.76039e-13  8.39098e-12 
 6.65898e-13  6.41092e-12 
 4.87724e-13  4.89872e-12 
 3.44231e-13  3.75544e-12 
 2.38622e-13  2.93092e-12 
 1.57317e-13  2.28647e-12 
 9.52439e-14  1.77516e-12 
 5.03723e-14  1.37763e-12 
 1.89727e-14  1.06629e-12 
-2.01898e-15  8.21882e-13 
-1.47742e-14  6.30367e-13 
-2.10039e-14  4.85397e-13 
-2.29337e-14  3.74149e-13 
-2.23116e-14  2.84581e-13 
-2.01192e-14  2.12466e-13 
-1.69586e-14  1.55064e-13 
-1.34021e-14  1.09810e-13 
-9.99900e+03  1.12169e-09 
-9.99900e+03  7.64029e-10 
-9.99900e+03  5.67824e-10 
-9.99900e+03  4.29431e-10 
-9.99900e+03  3.37438e-10 
-9.99900e+03  2.63091e-10 
-9.99900e+03  2.14354e-10 
-9.99900e+03  1.71296e-10 
-9.99900e+03  1.42105e-10 
-9.99900e+03  1.17111e-10 
-9.99900e+03  9.49380e-11 
-9.99900e+03  7.68546e-11 
-9.99900e+03  6.14673e-11 
 1.40204e-12  4.90201e-11 
 1.78621e-12  3.85822e-11 
 1.91271e-12  3.02362e-11 
 1.85141e-12  2.34205e-11 
 1.65984e-12  1.82513e-11 
 1.41716e-12  1.41347e-11 
 1.16218e-12  1.09417e-11 
 9.14575e-13  8.39286e-12 
 6.91555e-13  6.40887e-12 
 5.04540e-13  4.89526e-12 
 3.55267e-13  3.75193e-12 
 2.46200e-13  2.92792e-12 
 1.62637e-13  2.28412e-12 
 9.90652e-14  1.77346e-12 
 5.32340e-14  1.37650e-12 
 2.11986e-14  1.06562e-12 
-2.39260e-16  8.21571e-13 
-1.33283e-14  6.30310e-13 
-1.98183e-14  4.85497e-13 
-2.19643e-14  3.74334e-13 
-2.15322e-14  2.84802e-13 
-1.95065e-14  2.12691e-13 
-1.64908e-14  1.55267e-13 
-1.30580e-14  1.09979e-13 
-9.99900e+03  1.11792e-09 
-9.99900e+03  7.63742e-10 
-9.99900e+03  5.69356e-10 
-9.99900e+03  4.32031e-10 
-9.99900e+03  3.40443e-10 
-9.99900e+03  2.66129e-10 
-9.99900e+03  2.17186e-10 
-9.99900e+03  1.73747e-10 
-9.99900e+03  1.44162e-10 
-9.99900e+03  1.18777e-10 
-9.99900e+03  9.62226e-11 
-9.99900e+03  7.78131e-11 
-9.99900e+03  6.21502e-11 
 1.61083e-12  4.94899e-11 
 1.97133e-12  3.88883e-11 
 2.06610e-12  3.04266e-11 
 1.97090e-12  2.35304e-11 
 1.74939e-12  1.83127e-11 
 1.48164e-12  1.41654e-11 
 1.20720e-12  1.09547e-11 
 9.44649e-13  8.39583e-12 
 7.10919e-13  6.40704e-12 
 5.16694e-13  4.89169e-12 
 3.62867e-13  3.74823e-12 
 2.51222e-13  2.92478e-12 
 1.66083e-13  2.28170e-12 
 1.01541e-13  1.77175e-12 
 5.51465e-14  1.37542e-12 
 2.27688e-14  1.06504e-12 
 1.09846e-15  8.21373e-13 
-1.21733e-14  6.30377e-13 
-1.88235e-14  4.85722e-13 
-2.11198e-14  3.74636e-13 
-2.08324e-14  2.85130e-13 
-1.89426e-14  2.13007e-13 
-1.60518e-14  1.55546e-13 
-1.27301e-14  1.10207e-13 
-9.99900e+03  1.12807e-09 
-9.99900e+03  7.70481e-10 
-9.99900e+03  5.75100e-10 
-9.99900e+03  4.37249e-10 
-9.99900e+03  3.45208e-10 
-9.99900e+03  2.70334e-10 
-9.99900e+03  2.20847e-10 
-9.99900e+03  1.76770e-10 
-9.99900e+03  1.46641e-10 
-9.99900e+03  1.20751e-10 
-9.99900e+03  9.77261e-11 
-9.99900e+03  7.89278e-11 
-9.99900e+03  6.29422e-11 
 1.86005e-12  5.00362e-11 
 2.18545e-12  3.92475e-11 
 2.23981e-12  3.06537e-11 
 2.10414e-12  2.36655e-11 
 1.84826e-12  1.83918e-11 
 1.55228e-12  1.42086e-11 
 1.25623e-12  1.09764e-11 
 9.77251e-13  8.40483e-12 
 7.31838e-13  6.40937e-12 
 5.29787e-13  4.89099e-12 
 3.71030e-13  3.74654e-12 
 2.56594e-13  2.92307e-12 
 1.69741e-13  2.28030e-12 
 1.04142e-13  1.77077e-12 
 5.71313e-14  1.37486e-12 
 2.43790e-14  1.06483e-12 
 2.45683e-15  8.21438e-13 
-1.10086e-14  6.30632e-13 
-1.78246e-14  4.86084e-13 
-2.02739e-14  3.75039e-13 
-2.01325e-14  2.85531e-13 
-1.83792e-14  2.13375e-13 
-1.56133e-14  1.55862e-13 
-1.24027e-14  1.10460e-13 
-9.99900e+03  1.12582e-09 
-9.99900e+03  7.71415e-10 
-9.99900e+03  5.77466e-10 
-9.99900e+03  4.40325e-10 
-9.99900e+03  3.48431e-10 
-9.99900e+03  2.73398e-10 
-9.99900e+03  2.23601e-10 
-9.99900e+03  1.79081e-10 
-9.99900e+03  1.48543e-10 
-9.99900e+03  1.22263e-10 
-9.99900e+03  9.88714e-11 
-9.99900e+03  7.97694e-11 
-9.99900e+03  6.35326e-11 
 2.19885e-12  5.04368e-11 
 2.46118e-12  3.95052e-11 
 2.45601e-12  3.08120e-11 
 2.26656e-12  2.37558e-11 
 1.96783e-12  1.84419e-11 
 1.63769e-12  1.42335e-11 
 1.31595e-12  1.09870e-11 
 1.01759e-12  8.40733e-12 
 7.58374e-13  6.40811e-12 
 5.46975e-13  4.88838e-12 
 3.82184e-13  3.74385e-12 
 2.64180e-13  2.92081e-12 
 1.75020e-13  2.27859e-12 
 1.07904e-13  1.76960e-12 
 5.99326e-14  1.37414e-12 
 2.65521e-14  1.06449e-12 
 4.19418e-15  8.21369e-13 
-9.59449e-15  6.30752e-13 
-1.66618e-14  4.86311e-13 
-1.93202e-14  3.75316e-13 
-1.93635e-14  2.85817e-13 
-1.77729e-14  2.13645e-13 
-1.51492e-14  1.56097e-13 
-1.20605e-14  1.10650e-13 
-9.99900e+03  1.11899e-09 
-9.99900e+03  7.70326e-10 
-9.99900e+03  5.82207e-10 
-9.99900e+03  4.50921e-10 
-9.99900e+03  3.63894e-10 
-9.99900e+03  2.92943e-10 
-9.99900e+03  2.45534e-10 
-9.99900e+03  2.02530e-10 
-9.99900e+03  1.72259e-10 
-9.99900e+03  1.45684e-10 
-9.99900e+03  1.21471e-10 
-9.99900e+03  1.01053e-10 
-9.99900e+03  8.31672e-11 
 3.68451e-13  6.81844e-11 
 1.51855e-12  5.51262e-11 
 2.20190e-12  4.42575e-11 
 2.52008e-12  3.49935e-11 
 2.51639e-12  2.76146e-11 
 2.33762e-12  2.15129e-11 
 2.04987e-12  1.66132e-11 
 1.70804e-12  1.25975e-11 
 1.35380e-12  9.41174e-12 
 1.02618e-12  6.96496e-12 
 7.45083e-13  5.13209e-12 
 5.29906e-13  3.84740e-12 
 3.61769e-13  2.88034e-12 
 2.33063e-13  2.14541e-12 
 1.40559e-13  1.60358e-12 
 7.63666e-14  1.20177e-12 
 3.34935e-14  9.01795e-13 
 6.79160e-15  6.77440e-13 
-7.70231e-15  5.14090e-13 
-1.45410e-14  3.92244e-13 
-1.70230e-14  2.96031e-13 
-1.68111e-14  2.19660e-13 
-1.48828e-14  1.59581e-13 
-1.20986e-14  1.12632e-13 
-9.99900e+03  1.12131e-09 
-9.99900e+03  7.74245e-10 
-9.99900e+03  5.87088e-10 
-9.99900e+03  4.56311e-10 
-9.99900e+03  3.69298e-10 
-9.99900e+03  2.98022e-10 
-9.99900e+03  2.50139e-10 
-9.99900e+03  2.06498e-10 
-9.99900e+03  1.75649e-10 
-9.99900e+03  1.48518e-10 
-9.99900e+03  1.23769e-10 
-9.99900e+03  1.02884e-10 
-9.99900e+03  8.45908e-11 
 1.01290e-12  6.92734e-11 
 2.09020e-12  5.59358e-11 
 2.69470e-12  4.48479e-11 
 2.93084e-12  3.54107e-11 
 2.84975e-12  2.79077e-11 
 2.60006e-12  2.17130e-11 
 2.25074e-12  1.67469e-11 
 1.85587e-12  1.26829e-11 
 1.45836e-12  9.46402e-12 
 1.09747e-12  6.99557e-12 
 7.92176e-13  5.14928e-12 
 5.61167e-13  3.85713e-12 
 3.82133e-13  2.88561e-12 
 2.46000e-13  2.14806e-12 
 1.48779e-13  1.60487e-12 
 8.16526e-14  1.20241e-12 
 3.69640e-14  9.02168e-13 
 9.15156e-15  6.77726e-13 
-6.01438e-15  5.14359e-13 
-1.32913e-14  3.92504e-13 
-1.60921e-14  2.96276e-13 
-1.61216e-14  2.19880e-13 
-1.43790e-14  1.59767e-13 
-1.17395e-14  1.12781e-13 
-9.99900e+03  1.11293e-09 
-9.99900e+03  7.74116e-10 
-9.99900e+03  5.90567e-10 
-9.99900e+03  4.61650e-10 
-9.99900e+03  3.75197e-10 
-9.99900e+03  3.03823e-10 
-9.99900e+03  2.55486e-10 
-9.99900e+03  2.11139e-10 
-9.99900e+03  1.79614e-10 
-9.99900e+03  1.51827e-10 
-9.99900e+03  1.26440e-10 
-9.99900e+03  1.05001e-10 
-9.99900e+03  8.62213e-11 
 1.54748e-12  7.05072e-11 
 2.58396e-12  5.68406e-11 
 3.13287e-12  4.54968e-11 
 3.30408e-12  3.58599e-11 
 3.15696e-12  2.82164e-11 
 2.84440e-12  2.19184e-11 
 2.43894e-12  1.68800e-11 
 1.99485e-12  1.27649e-11 
 1.55666e-12  9.51186e-12 
 1.16425e-12  7.02189e-12 
 8.35968e-13  5.16287e-12 
 5.89956e-13  3.86401e-12 
 4.00664e-13  2.88872e-12 
 2.57607e-13  2.14914e-12 
 1.56053e-13  1.60505e-12 
 8.62838e-14  1.20230e-12 
 3.99956e-14  9.02035e-13 
 1.12276e-14  6.77684e-13 
-4.50724e-15  5.14416e-13 
-1.21548e-14  3.92629e-13 
-1.52286e-14  2.96437e-13 
-1.54694e-14  2.20050e-13 
-1.38938e-14  1.59926e-13 
-1.13884e-14  1.12915e-13 
-9.99900e+03  1.11376e-09 
-9.99900e+03  7.77975e-10 
-9.99900e+03  5.95963e-10 
-9.99900e+03  4.67777e-10 
-9.99900e+03  3.81332e-10 
-9.99900e+03  3.09535e-10 
-9.99900e+03  2.60608e-10 
-9.99900e+03  2.15495e-10 
-9.99900e+03  1.83295e-10 
-9.99900e+03  1.54869e-10 
-9.99900e+03  1.28875e-10 
-9.99900e+03  1.06915e-10 
-9.99900e+03  8.76854e-11 
 2.28992e-12  7.16071e-11 
 3.23482e-12  5.76411e-11 
 3.68877e-12  4.60663e-11 
 3.76381e-12  3.62506e-11 
 3.52772e-12  2.84824e-11 
 3.13453e-12  2.20934e-11 
 2.65968e-12  1.69920e-11 
 2.15624e-12  1.28327e-11 
 1.66995e-12  9.55060e-12 
 1.24082e-12  7.04257e-12 
 8.86031e-13  5.17304e-12 
 6.22839e-13  3.86880e-12 
 4.21830e-13  2.89059e-12 
 2.70869e-13  2.14949e-12 
 1.64362e-13  1.60481e-12 
 9.15596e-14  1.20192e-12 
 4.34277e-14  9.01724e-13 
 1.35535e-14  6.77511e-13 
-2.83973e-15  5.14367e-13 
-1.09132e-14  3.92666e-13 
-1.42968e-14  2.96524e-13 
-1.47738e-14  2.20161e-13 
-1.33814e-14  1.60037e-13 
-1.10208e-14  1.13013e-13 
-9.99900e+03  1.10102e-09 
-9.99900e+03  7.76523e-10 
-9.99900e+03  5.99058e-10 
-9.99900e+03  4.73032e-10 
-9.99900e+03  3.87154e-10 
-9.99900e+03  3.15201e-10 
-9.99900e+03  2.65770e-10 
-9.99900e+03  2.19917e-10 
-9.99900e+03  1.87034e-10 
-9.99900e+03  1.57954e-10 
-9.99900e+03  1.31334e-10 
-9.99900e+03  1.08836e-10 
-9.99900e+03  8.91399e-11 
 2.94199e-12  7.26857e-11 
 3.81536e-12  5.84125e-11 
 4.19112e-12  4.66031e-11 
 4.18396e-12  3.66085e-11 
 3.86942e-12  2.87184e-11 
 3.40377e-12  2.22427e-11 
 2.86558e-12  1.70831e-11 
 2.30735e-12  1.28844e-11 
 1.77627e-12  9.57769e-12 
 1.31273e-12  7.05522e-12 
 9.33011e-13  5.17796e-12 
 6.53641e-13  3.87019e-12 
 4.41611e-13  2.89031e-12 
 2.83234e-13  2.14857e-12 
 1.72098e-13  1.60382e-12 
 9.64762e-14  1.20112e-12 
 4.66398e-14  9.01184e-13 
 1.57476e-14  6.77216e-13 
-1.25140e-15  5.14252e-13 
-9.71910e-15  3.92667e-13 
-1.33923e-14  2.96594e-13 
-1.40928e-14  2.20263e-13 
-1.28763e-14  1.60146e-13 
-1.06563e-14  1.13112e-13 
-9.99900e+03  1.10877e-09 
-9.99900e+03  7.83480e-10 
-9.99900e+03  6.05878e-10 
-9.99900e+03  4.79793e-10 
-9.99900e+03  3.93691e-10 
-9.99900e+03  3.21268e-10 
-9.99900e+03  2.71253e-10 
-9.99900e+03  2.24607e-10 
-9.99900e+03  1.90974e-10 
-9.99900e+03  1.61165e-10 
-9.99900e+03  1.33847e-10 
-9.99900e+03  1.10763e-10 
-9.99900e+03  9.05818e-11 
 3.89935e-12  7.37588e-11 
 4.59995e-12  5.92032e-11 
 4.81437e-12  4.71884e-11 
 4.66403e-12  3.70394e-11 
 4.23753e-12  2.90388e-11 
 3.68305e-12  2.24770e-11 
 3.07689e-12  1.72512e-11 
 2.46495e-12  1.30004e-11 
 1.89205e-12  9.65443e-12 
 1.39620e-12  7.10381e-12 
 9.91697e-13  5.20750e-12 
 6.94572e-13  3.88818e-12 
 4.69255e-13  2.90086e-12 
 3.01135e-13  2.15437e-12 
 1.83391e-13  1.60686e-12 
 1.03491e-13  1.20264e-12 
 5.09880e-14  9.01916e-13 
 1.85143e-14  6.77584e-13 
 6.22124e-16  5.14481e-13 
-8.38213e-15  3.92842e-13 
-1.24195e-14  2.96743e-13 
-1.33819e-14  2.20394e-13 
-1.23595e-14  1.60257e-13 
-1.02880e-14  1.13201e-13 
-9.99900e+03  1.10666e-09 
-9.99900e+03  7.86795e-10 
-9.99900e+03  6.11330e-10 
-9.99900e+03  4.86088e-10 
-9.99900e+03  3.99909e-10 
-9.99900e+03  3.26939e-10 
-9.99900e+03  2.76238e-10 
-9.99900e+03  2.28751e-10 
-9.99900e+03  1.94410e-10 
-9.99900e+03  1.63950e-10 
-9.99900e+03  1.36027e-10 
-9.99900e+03  1.12442e-10 
-9.99900e+03  9.18368e-11 
 4.72732e-12  7.46796e-11 
 5.29986e-12  5.98559e-11 
 5.39582e-12  4.76391e-11 
 5.13486e-12  3.73372e-11 
 4.61227e-12  2.92331e-11 
 3.97369e-12  2.25979e-11 
 3.29693e-12  1.73231e-11 
 2.62553e-12  1.30395e-11 
 2.00492e-12  9.67340e-12 
 1.47279e-12  7.11138e-12 
 1.04208e-12  5.20936e-12 
 7.27882e-13  3.88775e-12 
 4.90842e-13  2.89959e-12 
 3.14752e-13  2.15298e-12 
 1.91966e-13  1.60569e-12 
 1.08948e-13  1.20180e-12 
 5.45348e-14  9.01388e-13 
 2.09073e-14  6.77308e-13 
 2.32710e-15  5.14375e-13 
-7.12091e-15  3.92840e-13 
-1.14792e-14  2.96801e-13 
-1.26844e-14  2.20480e-13 
-1.18488e-14  1.60349e-13 
-9.92342e-15  1.13284e-13 
-9.99900e+03  1.10719e-09 
-9.99900e+03  7.92866e-10 
-9.99900e+03  6.19426e-10 
-9.99900e+03  4.94779e-10 
-9.99900e+03  4.08209e-10 
-9.99900e+03  3.34336e-10 
-9.99900e+03  2.82660e-10 
-9.99900e+03  2.34037e-10 
-9.99900e+03  1.98773e-10 
-9.99900e+03  1.67472e-10 
-9.99900e+03  1.38777e-10 
-9.99900e+03  1.14553e-10 
-9.99900e+03  9.34110e-11 
 5.42932e-12  7.58318e-11 
 5.90385e-12  6.06704e-11 
 5.90504e-12  4.81995e-11 
 5.55246e-12  3.77059e-11 
 4.94777e-12  2.94724e-11 
 4.23588e-12  2.27458e-11 
 3.49652e-12  1.74104e-11 
 2.77172e-12  1.30864e-11 
 2.10782e-12  9.69569e-12 
 1.54254e-12  7.11995e-12 
 1.08778e-12  5.21118e-12 
 7.57907e-13  3.88696e-12 
 5.10140e-13  2.89792e-12 
 3.26797e-13  2.15124e-12 
 1.99467e-13  1.60428e-12 
 1.13678e-13  1.20081e-12 
 5.75946e-14  9.00786e-13 
 2.29783e-14  6.77010e-13 
 3.81785e-15  5.14280e-13 
-6.00284e-15  3.92867e-13 
-1.06326e-14  2.96895e-13 
-1.20464e-14  2.20603e-13 
-1.13748e-14  1.60473e-13 
-9.58081e-15  1.13393e-13 
-9.99900e+03  1.09905e-09 
-9.99900e+03  7.93043e-10 
-9.99900e+03  6.22831e-10 
-9.99900e+03  4.99370e-10 
-9.99900e+03  4.12695e-10 
-9.99900e+03  3.38193e-10 
-9.99900e+03  2.85814e-10 
-9.99900e+03  2.36417e-10 
-9.99900e+03  2.00584e-10 
-9.99900e+03  1.68800e-10 
-9.99900e+03  1.39692e-10 
-9.99900e+03  1.15159e-10 
-9.99900e+03  9.37762e-11 
 6.39920e-12  7.60263e-11 
 6.67433e-12  6.07436e-11 
 6.50977e-12  4.81940e-11 
 6.01703e-12  3.76524e-11 
 5.30224e-12  2.93975e-11 
 4.50052e-12  2.26641e-11 
 3.69025e-12  1.73321e-11 
 2.90854e-12  1.30174e-11 
 2.20089e-12  9.63910e-12 
 1.60353e-12  7.07631e-12 
 1.12643e-12  5.17938e-12 
 7.82594e-13  3.86444e-12 
 5.25632e-13  2.88260e-12 
 3.36317e-13  2.14132e-12 
 2.05412e-13  1.59810e-12 
 1.17529e-13  1.19712e-12 
 6.02072e-14  8.98696e-13 
 2.48470e-14  6.75901e-13 
 5.22357e-15  5.13725e-13 
-4.91803e-15  3.92619e-13 
-9.79658e-15  2.96824e-13 
-1.14101e-14  2.20626e-13 
-1.09004e-14  1.60538e-13 
-9.23782e-15  1.13465e-13 
-9.99900e+03  1.10166e-09 
-9.99900e+03  8.01254e-10 
-9.99900e+03  6.32700e-10 
-9.99900e+03  5.09378e-10 
-9.99900e+03  4.21932e-10 
-9.99900e+03  3.46218e-10 
-9.99900e+03  2.92680e-10 
-9.99900e+03  2.42010e-10 
-9.99900e+03  2.05178e-10 
-9.99900e+03  1.72494e-10 
-9.99900e+03  1.42566e-10 
-9.99900e+03  1.17359e-10 
-9.99900e+03  9.54100e-11 
 6.97830e-12  7.72154e-11 
 7.17544e-12  6.15773e-11 
 6.93630e-12  4.87611e-11 
 6.37116e-12  3.80193e-11 
 5.59035e-12  2.96308e-11 
 4.72857e-12  2.28043e-11 
 3.86594e-12  1.74116e-11 
 3.03874e-12  1.30577e-11 
 2.29351e-12  9.65643e-12 
 1.66689e-12  7.08155e-12 
 1.16827e-12  5.17926e-12 
 8.10235e-13  3.86266e-12 
 5.43480e-13  2.88056e-12 
 3.47508e-13  2.13959e-12 
 2.12413e-13  1.59688e-12 
 1.21966e-13  1.19638e-12 
 6.30945e-14  8.98342e-13 
 2.68135e-14  6.75820e-13 
 6.64664e-15  5.13808e-13 
-3.84640e-15  3.92787e-13 
-8.98271e-15  2.97027e-13 
-1.07954e-14  2.20831e-13 
-1.04431e-14  1.60722e-13 
-8.90705e-15  1.13617e-13 
-9.99900e+03  1.11759e-09 
-9.99900e+03  8.17185e-10 
-9.99900e+03  6.50076e-10 
-9.99900e+03  5.28569e-10 
-9.99900e+03  4.42822e-10 
-9.99900e+03  3.68798e-10 
-9.99900e+03  3.16608e-10 
-9.99900e+03  2.67350e-10 
-9.99900e+03  2.31597e-10 
-9.99900e+03  1.99822e-10 
-9.99900e+03  1.70593e-10 
-9.99900e+03  1.45695e-10 
-9.99900e+03  1.23681e-10 
-6.38231e-12  1.04980e-10 
-5.59496e-12  8.83472e-11 
-5.13450e-12  7.41240e-11 
-4.86582e-12  6.15604e-11 
-4.70119e-12  5.10172e-11 
-4.54973e-12  4.18466e-11 
-4.36984e-12  3.40270e-11 
-4.13719e-12  2.72057e-11 
-3.83875e-12  2.13886e-11 
-3.48302e-12  1.65683e-11 
-3.07909e-12  1.26496e-11 
-2.65933e-12  9.66324e-12 
-2.23441e-12  7.26624e-12 
-1.82290e-12  5.34992e-12 
-1.44120e-12  3.87791e-12 
-1.10004e-12  2.76408e-12 
-8.08065e-13  1.93582e-12 
-5.68625e-13  1.33579e-12 
-3.88761e-13  9.26117e-13 
-2.59496e-13  6.46601e-13 
-1.65900e-13  4.46400e-13 
-1.00627e-13  3.03181e-13 
-5.80881e-14  2.03114e-13 
-3.20254e-14  1.33772e-13 
-9.99900e+03  1.12715e-09 
-9.99900e+03  8.29925e-10 
-9.99900e+03  6.63433e-10 
-9.99900e+03  5.41493e-10 
-9.99900e+03  4.54735e-10 
-9.99900e+03  3.79419e-10 
-9.99900e+03  3.26099e-10 
-9.99900e+03  2.75653e-10 
-9.99900e+03  2.38983e-10 
-9.99900e+03  2.06378e-10 
-9.99900e+03  1.76375e-10 
-9.99900e+03  1.50810e-10 
-9.99900e+03  1.28199e-10 
-6.46507e-12  1.08983e-10 
-5.80400e-12  9.18783e-11 
-5.44520e-12  7.72363e-11 
-5.25680e-12  6.42847e-11 
-5.14546e-12  5.33932e-11 
-5.02685e-12  4.39002e-11 
-4.85971e-12  3.57859e-11 
-4.62288e-12  2.86890e-11 
-4.30411e-12  2.26182e-11 
-3.91504e-12  1.75710e-11 
-3.46738e-12  1.34524e-11 
-2.99830e-12  1.03003e-11 
-2.52120e-12  7.76088e-12 
-2.05765e-12  5.72353e-12 
-1.62654e-12  4.15263e-12 
-1.24054e-12  2.95978e-12 
-9.09881e-13  2.07017e-12 
-6.38701e-13  1.42430e-12 
-4.35201e-13  9.83055e-13 
-2.89250e-13  6.82473e-13 
-1.83867e-13  4.67935e-13 
-1.10641e-13  3.15276e-13 
-6.31748e-14  2.09448e-13 
-3.43215e-14  1.36837e-13 
-9.99900e+03  1.14680e-09 
-9.99900e+03  8.51042e-10 
-9.99900e+03  6.84046e-10 
-9.99900e+03  5.60688e-10 
-9.99900e+03  4.72090e-10 
-9.99900e+03  3.94703e-10 
-9.99900e+03  3.39675e-10 
-9.99900e+03  2.87487e-10 
-9.99900e+03  2.49500e-10 
-9.99900e+03  2.15709e-10 
-9.99900e+03  1.84607e-10 
-9.99900e+03  1.58095e-10 
-9.99900e+03  1.34638e-10 
-6.95447e-12  1.14689e-10 
-6.38346e-12  9.69134e-11 
-6.09503e-12  8.16755e-11 
-5.95820e-12  6.81713e-11 
-5.87396e-12  5.67837e-11 
-5.76314e-12  4.68316e-11 
-5.58454e-12  3.82973e-11 
-5.31936e-12  3.08080e-11 
-4.95604e-12  2.43761e-11 
-4.50985e-12  1.90057e-11 
-3.99513e-12  1.46023e-11 
-3.45495e-12  1.12139e-11 
-2.90490e-12  8.47096e-12 
-2.36997e-12  6.26053e-12 
-1.87207e-12  4.54794e-12 
-1.42602e-12  3.24168e-12 
-1.04393e-12  2.26388e-12 
-7.30769e-13  1.55201e-12 
-4.96138e-13  1.06524e-12 
-3.28276e-13  7.34252e-13 
-2.07442e-13  4.99016e-13 
-1.23802e-13  3.32726e-13 
-6.98894e-14  2.18580e-13 
-3.73808e-14  1.41252e-13 
-9.99900e+03  1.16982e-09 
-9.99900e+03  8.73027e-10 
-9.99900e+03  7.04478e-10 
-9.99900e+03  5.79171e-10 
-9.99900e+03  4.88549e-10 
-9.99900e+03  4.09053e-10 
-9.99900e+03  3.52363e-10 
-9.99900e+03  2.98521e-10 
-9.99900e+03  2.59301e-10 
-9.99900e+03  2.24408e-10 
-9.99900e+03  1.92285e-10 
-9.99900e+03  1.64898e-10 
-9.99900e+03  1.40656e-10 
-6.84946e-12  1.20028e-10 
-6.45040e-12  1.01629e-10 
-6.30339e-12  8.58369e-11 
-6.28253e-12  7.18182e-11 
-6.28158e-12  5.99680e-11 
-6.22920e-12  4.95874e-11 
-6.08405e-12  4.06610e-11 
-5.83117e-12  3.28048e-11 
-5.45936e-12  2.60350e-11 
-4.98707e-12  2.03618e-11 
-4.43150e-12  1.56909e-11 
-3.84092e-12  1.20802e-11 
-3.23505e-12  9.14541e-12 
-2.64277e-12  6.77140e-12 
-2.08909e-12  4.92457e-12 
-1.59151e-12  3.51060e-12 
-1.16441e-12  2.44885e-12 
-8.13956e-13  1.67403e-12 
-5.51363e-13  1.14377e-12 
-3.63690e-13  7.83720e-13 
-2.28835e-13  5.28693e-13 
-1.35729e-13  3.49372e-13 
-7.59517e-14  2.27278e-13 
-4.01233e-14  1.45448e-13 
-9.99900e+03  1.19756e-09 
-9.99900e+03  8.98927e-10 
-9.99900e+03  7.28630e-10 
-9.99900e+03  6.01382e-10 
-9.99900e+03  5.08758e-10 
-9.99900e+03  4.27117e-10 
-9.99900e+03  3.68680e-10 
-9.99900e+03  3.13040e-10 
-9.99900e+03  2.72424e-10 
-9.99900e+03  2.36245e-10 
-9.99900e+03  2.02897e-10 
-9.99900e+03  1.74416e-10 
-9.99900e+03  1.49171e-10 
-8.09841e-12  1.27649e-10 
-7.74059e-12  1.08417e-10 
-7.62416e-12  9.18751e-11 
-7.62169e-12  7.71573e-11 
-7.62023e-12  6.46775e-11 
-7.54947e-12  5.37129e-11 
