dBdt_X dBdt_Z
1.337800158384240388e-12 1.337800158384240388e-12
1.034649997992224888e-12 1.034649997992224888e-12
7.945965694931597875e-13 7.945965694931597875e-13
6.056342992920542351e-13 6.056342992920542351e-13
4.627020330944464602e-13 4.627020330944464602e-13
3.536483902766117537e-13 3.536483902766117537e-13
2.665818929061132004e-13 2.665818929061132004e-13
1.971883790203099358e-13 1.971883790203099358e-13
1.426272236730163612e-13 1.426272236730163612e-13
1.001763654935586384e-13 1.001763654935586384e-13
1.039633639148630909e-09 1.039633639148630909e-09
7.116307107616009180e-10 7.116307107616009180e-10
5.285839551410928050e-10 5.285839551410928050e-10
3.981406992649449202e-10 3.981406992649449202e-10
3.107680575022029725e-10 3.107680575022029725e-10
2.399391881191211657e-10 2.399391881191211657e-10
1.935301731511443730e-10 1.935301731511443730e-10
1.527340576026035916e-10 1.527340576026035916e-10
1.254381464378955460e-10 1.254381464378955460e-10
1.023422750315885222e-10 1.023422750315885222e-10
8.214363178895146131e-11 8.214363178895146131e-11
6.598229443596063757e-11 6.598229443596063757e-11
5.245002535145837168e-11 5.245002535145837168e-11
4.169355235415776270e-11 4.169355235415776270e-11
3.281461029831224442e-11 3.281461029831224442e-11
2.580211581392069757e-11 2.580211581392069757e-11
2.012460848273845814e-11 2.012460848273845814e-11
1.583519206622770567e-11 1.583519206622770567e-11
1.241373056714460639e-11 1.241373056714460639e-11
9.743396264861625415e-12 9.743396264861625415e-12
7.590801422707329529e-12 7.590801422707329529e-12
5.890929270716675628e-12 5.890929270716675628e-12
4.570934057178548518e-12 4.570934057178548518e-12
3.552555019431313807e-12 3.552555019431313807e-12
2.801146959078658099e-12 2.801146959078658099e-12
2.202450073139255004e-12 2.202450073139255004e-12
1.719408618439857406e-12 1.719408618439857406e-12
1.337685741679652245e-12 1.337685741679652245e-12
1.034792683908533052e-12 1.034792683908533052e-12
7.949079064934823052e-13 7.949079064934823052e-13
6.060405067760304250e-13 6.060405067760304250e-13
4.631415225930361438e-13 4.631415225930361438e-13
3.540782561676106046e-13 3.540782561676106046e-13
2.669755795453235484e-13 2.669755795453235484e-13
1.975300520837214248e-13 1.975300520837214248e-13
1.429079841418427730e-13 1.429079841418427730e-13
1.003943022207798493e-13 1.003943022207798493e-13
1.063127680298952000e-09 1.063127680298952000e-09
7.275359414687992405e-10 7.275359414687992405e-10
5.418788788264395418e-10 5.418788788264395418e-10
4.108190844255096662e-10 4.108190844255096662e-10
3.239910830651473190e-10 3.239910830651473190e-10
2.541350413060499904e-10 2.541350413060499904e-10
2.085911694565368482e-10 2.085911694565368482e-10
1.685739960581327273e-10 1.685739960581327273e-10
1.415919415701564434e-10 1.415919415701564434e-10
1.185208830854916696e-10 1.185208830854916696e-10
9.802497295429074515e-11 9.802497295429074515e-11
8.118841954855710625e-11 8.118841954855710625e-11
6.669401695545235944e-11 6.669401695545235944e-11
5.473593071698635724e-11 5.473593071698635724e-11
4.442551506594622254e-11 4.442551506594622254e-11
3.589928220001149585e-11 3.589928220001149585e-11
2.865415477364325352e-11 2.865415477364325352e-11
2.287927463247044255e-11 2.287927463247044255e-11
1.808619074848878518e-11 1.808619074848878518e-11
1.420972137138507870e-11 1.420972137138507870e-11
1.100020346708565819e-11 1.100020346708565819e-11
8.415087684280849053e-12 8.415087684280849053e-12
6.389326556401158805e-12 6.389326556401158805e-12
4.830454878466218232e-12 4.830454878466218232e-12
3.699448962946556120e-12 3.699448962946556120e-12
2.819844786903302850e-12 2.819844786903302850e-12
2.130206689698977035e-12 2.130206689698977035e-12
1.604868361255049628e-12 1.604868361255049628e-12
1.204344003491455435e-12 1.204344003491455435e-12
8.994595359414870379e-13 8.994595359414870379e-13
6.689903954902744987e-13 6.689903954902744987e-13
5.012722569542733406e-13 5.012722569542733406e-13
3.774178487806439332e-13 3.774178487806439332e-13
2.810056572237181500e-13 2.810056572237181500e-13
2.057221523472674476e-13 2.057221523472674476e-13
1.476091835437085743e-13 1.476091835437085743e-13
1.030581333072328668e-13 1.030581333072328668e-13
1.071987769670207773e-09 1.071987769670207773e-09
7.353334678316762358e-10 7.353334678316762358e-10
5.488155277151554202e-10 5.488155277151554202e-10
4.169151918052847953e-10 4.169151918052847953e-10
3.293136050984058565e-10 3.293136050984058565e-10
2.586688210496564355e-10 2.586688210496564355e-10
2.124938294020627315e-10 2.124938294020627315e-10
1.718288756683242654e-10 1.718288756683242654e-10
1.443468691260630167e-10 1.443468691260630167e-10
1.208219658036200202e-10 1.208219658036200202e-10
9.990401016766359078e-11 9.990401016766359078e-11
8.270859042696410252e-11 8.270859042696410252e-11
6.790130096113164982e-11 6.790130096113164982e-11
5.568502936841323299e-11 5.568502936841323299e-11
4.515533327431244235e-11 4.515533327431244235e-11
3.645275724521399224e-11 3.645275724521399224e-11
2.906382800697818352e-11 2.906382800697818352e-11
2.318134637661619167e-11 2.318134637661619167e-11
1.830442510883681510e-11 1.830442510883681510e-11
1.436518281755272654e-11 1.436518281755272654e-11
1.110782545525949962e-11 1.110782545525949962e-11
8.487842432839060304e-12 8.487842432839060304e-12
6.437616243304035590e-12 6.437616243304035590e-12
4.862171549248474664e-12 4.862171549248474664e-12
3.720769827970756574e-12 3.720769827970756574e-12
2.834085746942259479e-12 2.834085746942259479e-12
2.139584280945496060e-12 2.139584280945496060e-12
1.611072513246602151e-12 1.611072513246602151e-12
1.208489909977904687e-12 1.208489909977904687e-12
9.022697607330246935e-13 9.022697607330246935e-13
6.709428865230616469e-13 6.709428865230616469e-13
5.026859598085477972e-13 5.026859598085477972e-13
3.784731470520106946e-13 3.784731470520106946e-13
2.817978122028283172e-13 2.817978122028283172e-13
2.063136459521373414e-13 2.063136459521373414e-13
1.480452772039831188e-13 1.480452772039831188e-13
1.033717911224199460e-13 1.033717911224199460e-13
1.068279112316663154e-09 1.068279112316663154e-09
7.368703944444530534e-10 7.368703944444530534e-10
5.523329590621431870e-10 5.523329590621431870e-10
4.212357182960183768e-10 4.212357182960183768e-10
3.336983752041257323e-10 3.336983752041257323e-10
2.627835553457630081e-10 2.627835553457630081e-10
2.162195857737629594e-10 2.162195857737629594e-10
1.750500170193516408e-10 1.750500170193516408e-10
1.471197354169272180e-10 1.471197354169272180e-10
1.231663224451490651e-10 1.231663224451490651e-10
1.018346567429281425e-10 1.018346567429281425e-10
8.427665351756741867e-11 8.427665351756741867e-11
6.914811687438875333e-11 6.914811687438875333e-11
5.666360563685097566e-11 5.666360563685097566e-11
4.590461694040285242e-11 4.590461694040285242e-11
3.701724637240396104e-11 3.701724637240396104e-11
2.947781290844535779e-11 2.947781290844535779e-11
2.348332379310729976e-11 2.348332379310729976e-11
1.851975640351952687e-11 1.851975640351952687e-11
1.451628410610938391e-11 1.451628410610938391e-11
1.121054671830042577e-11 1.121054671830042577e-11
8.555828564286056905e-12 8.555828564286056905e-12
6.481650771297126388e-12 6.481650771297126388e-12
4.890315230619158038e-12 4.890315230619158038e-12
3.739184671265454926e-12 3.739184671265454926e-12
2.846024463397504470e-12 2.846024463397504470e-12
2.147180256068896814e-12 2.147180256068896814e-12
1.615920607341240445e-12 1.615920607341240445e-12
1.211619492937710003e-12 1.211619492937710003e-12
9.043299163776695285e-13 9.043299163776695285e-13
6.723502495176583839e-13 6.723502495176583839e-13
5.037044131607525065e-13 5.037044131607525065e-13
3.792426279120461380e-13 3.792426279120461380e-13
2.823872385473888164e-13 2.823872385473888164e-13
2.067648834427277535e-13 2.067648834427277535e-13
1.483867480220810287e-13 1.483867480220810287e-13
1.036234260189903113e-13 1.036234260189903113e-13
1.059628074437043826e-09 1.059628074437043826e-09
7.347257792756650527e-10 7.347257792756650527e-10
5.529579701489942280e-10 5.529579701489942280e-10
4.232629128667286555e-10 4.232629128667286555e-10
3.362151832353580823e-10 3.362151832353580823e-10
2.653930705726798619e-10 2.653930705726798619e-10
2.186916706618999136e-10 2.186916706618999136e-10
1.772511856334407873e-10 1.772511856334407873e-10
1.490390214004963540e-10 1.490390214004963540e-10
1.248029824834725929e-10 1.248029824834725929e-10
1.031896485991756808e-10 1.031896485991756808e-10
8.537883944199950328e-11 8.537883944199950328e-11
7.002366971642284678e-11 7.002366971642284678e-11
5.734841784153353226e-11 5.734841784153353226e-11
4.642583216775722952e-11 4.642583216775722952e-11
3.740663873216985363e-11 3.740663873216985363e-11
2.976019057062923597e-11 2.976019057062923597e-11
2.368664602350418238e-11 2.368664602350418238e-11
1.866245628838257738e-11 1.866245628838257738e-11
1.461457281935093885e-11 1.461457281935093885e-11
1.127584048885687713e-11 1.127584048885687713e-11
8.597851820196718497e-12 8.597851820196718497e-12
6.507962940210672633e-12 6.507962940210672633e-12
4.906471808588727395e-12 4.906471808588727395e-12
3.749317700686073119e-12 3.749317700686073119e-12
2.852271567784413875e-12 2.852271567784413875e-12
2.150910995192083313e-12 2.150910995192083313e-12
1.618133376662383445e-12 1.618133376662383445e-12
1.212939841994929121e-12 1.212939841994929121e-12
9.051373705635821982e-13 9.051373705635821982e-13
6.728774760224620951e-13 6.728774760224620951e-13
5.040861617546457778e-13 5.040861617546457778e-13
3.795415737599223365e-13 3.795415737599223365e-13
2.826292189864555979e-13 2.826292189864555979e-13
2.069619994817931840e-13 2.069619994817931840e-13
1.485450081228129436e-13 1.485450081228129436e-13
1.037461126693955880e-13 1.037461126693955880e-13
1.064579412680176561e-09 1.064579412680176561e-09
7.404076316858802388e-10 7.404076316858802388e-10
5.584085997265350267e-10 5.584085997265350267e-10
4.282972061492691485e-10 4.282972061492691485e-10
3.407952126918199020e-10 3.407952126918199020e-10
2.694606929673223061e-10 2.694606929673223061e-10
2.223062064620510184e-10 2.223062064620510184e-10
1.803571928841931501e-10 1.803571928841931501e-10
1.517156051279008215e-10 1.517156051279008215e-10
1.270720882547679812e-10 1.270720882547679812e-10
1.050656516107652024e-10 1.050656516107652024e-10
8.690921798389259747e-11 8.690921798389259747e-11
7.124662788362834571e-11 7.124662788362834571e-11
5.831343565021208245e-11 5.831343565021208245e-11
4.716921397661760316e-11 4.716921397661760316e-11
3.797045897402514499e-11 3.797045897402514499e-11
3.017694622282420158e-11 3.017694622282420158e-11
2.399317734448253713e-11 2.399317734448253713e-11
1.888314962108321756e-11 1.888314962108321756e-11
1.477110284221787143e-11 1.477110284221787143e-11
1.138357811727232885e-11 1.138357811727232885e-11
8.670120635342095587e-12 8.670120635342095587e-12
6.555409351661033461e-12 6.555409351661033461e-12
4.937148980823541379e-12 4.937148980823541379e-12
3.769513720721553573e-12 3.769513720721553573e-12
2.865366186549741292e-12 2.865366186549741292e-12
2.159167769710429899e-12 2.159167769710429899e-12
1.623283518118239129e-12 1.623283518118239129e-12
1.216130142888455719e-12 1.216130142888455719e-12
9.071100261740987411e-13 9.071100261740987411e-13
6.741212568177075016e-13 6.741212568177075016e-13
5.049167359114577625e-13 5.049167359114577625e-13
3.801282081850673605e-13 3.801282081850673605e-13
2.830553209440231476e-13 2.830553209440231476e-13
2.072759616365865826e-13 2.072759616365865826e-13
1.487774008795070935e-13 1.487774008795070935e-13
1.039156772601327173e-13 1.039156772601327173e-13
1.076783121708619227e-09 1.076783121708619227e-09
7.505227779987428901e-10 7.505227779987428901e-10
5.672472299784845634e-10 5.672472299784845634e-10
4.360200184166400254e-10 4.360200184166400254e-10
3.475152449639118877e-10 3.475152449639118877e-10
2.751499947140965031e-10 2.751499947140965031e-10
2.271648300252216451e-10 2.271648300252216451e-10
1.843636930457385413e-10 1.843636930457385413e-10
1.550715623809491365e-10 1.550715623809491365e-10
1.298437804200735140e-10 1.298437804200735140e-10
1.073008896457017323e-10 1.073008896457017323e-10
8.869588905686821460e-11 8.869588905686821460e-11
7.264770726192949748e-11 7.264770726192949748e-11
5.940135921419211143e-11 5.940135921419211143e-11
4.799533408613658902e-11 4.799533408613658902e-11
3.858914992407629671e-11 3.858914992407629671e-11
3.062897972790168502e-11 3.062897972790168502e-11
2.432257828327841969e-11 2.432257828327841969e-11
1.911829991200451213e-11 1.911829991200451213e-11
1.493669104927318940e-11 1.493669104927318940e-11
1.149687213241836786e-11 1.149687213241836786e-11
8.745851410071499045e-12 8.745851410071499045e-12
6.605146772794312535e-12 6.605146772794312535e-12
4.969510429679015938e-12 4.969510429679015938e-12
3.791098962548144172e-12 3.791098962548144172e-12
